corsid,state,site_name,site_code,Latitue,,,coordinates_of_sites_dms_lat,Longitude,,,coordinates_of_sites_dms_long,coordinates_of_sites_dms_elp_height,gdc_username,vendor_username
50422A001,Andaman & Nicobar Islands,KAMROTA,KAMR,8,2,25.15543,8 2 25.1554293348418,93,32,31.11905,93 32 31.1190483245199,-18.53661,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50423A001,Tamilnadu,KAMUTHI,KMTH,9,24,58.1146,9 24 58.1145985910993,78,22,42.45272,78 22 42.452722290041,-46.05461,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50424A001,Karnataka,KANAKPUR,KNRA,12,32,48.82758,12 32 48.82758,77,25,24.94623,77 25 24.94623,541.7496,Karnataka Geo-spatial Directorate,Hexagon
50425A001,Tamilnadu,KANCHIPURAM,KANC,12,49,23.08614,12 49 23.0861397451784,79,41,56.70297,79 41 56.7029700751667,0.27257,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50426A001,Tamilnadu,KANGEYAM,KGYM,11,0,3.65389,11 0 3.65388779222212,77,33,44.81417,77 33 44.8141687159002,220.0644,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50427A001,Chhattisgarh,KANKER,KNKR,20,16,45.34902,20 16 45.3490244673301,81,29,18.91883,81 29 18.9188284275591,341.21999,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50428A001,Uttarpradesh,KANPUR,KANP,26,29,15.47808,26 29 15.4780840157825,80,17,34.85532,80 17 34.855322446776,64.2742,Uttar Pradesh Geo-spatial Directorate,Trimble
50429A001,Maharashtra,KANSHIVANI,KVNI,20,37,23.06493,20 37 23.06493,77,11,18.36124,77 11 18.36124,268.418,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50430A001,Maharashtra,KARAD SATARA,KSAT,17,17,34.64436,17 17 34.64436,74,8,25.99131,74 8 25.99131,508.032,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50431A001,Tamilnadu,KARAIKUDI,KKDI,10,4,32.1143,10 4 32.1142974834488,78,46,44.51316,78 46 44.5131561591258,11.47434,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50432A001,Maharashtra,KARAMALA SOLAPUR,KRSO,18,24,11.08133,18 24 11.08133,75,11,21.59068,75 11 21.59068,486.4791,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50433A001,Rajasthan,KARANPURGANGAN,KARA,29,50,59.01105803,29 50 59.0110580302168,73,27,54.84050313,73 27 54.840503129158,122.0855181,Rajasthan Geo-spatial Directorate,Trimble
50434A001,Madhya Pradesh,KARENA,KARE,25,26,57.16312,25 26 57.1631247667493,78,8,32.88194,78 8 32.881935791634,226.08354,Madhya Pradesh Geo-spatial Directorate,Trimble
50435A001,Ladakh,KARGIL,KARG,34,31,2.58994,34 31 2.58993806806223,76,8,19.4942,76 8 19.4942017208329,2784.77845,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50436A001,Telangana,KARIMNAGAR,KRMN,18,26,33.92568,18 26 33.9256802628821,79,5,38.26741,79 5 38.2674057546436,216.43551,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50437A001,West Bengal,KARIMPUR,KARI,23,58,53.43876,23 58 53.438764679096,88,38,11.16058,88 38 11.1605802726426,-36.51761,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50438A001,Tamilnadu,KARIYAPATTI,KRYP,9,40,9.884,9 40 9.88399971147483,78,6,3.91934,78 6 3.91934092342499,10.93608,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50439A001, Haryana,KARNAL,KARN,29,42,24.55539,29 42 24.55538936,77,0,29.71657,77 0 29.71656558,200.8775,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50440A001,Chhattisgarh,KARTALA,KRTL,22,18,0.83363,22 18 0.833627752506068,82,57,17.63918,82 57 17.6391784458377,259.31993,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50441A001,Tamilnadu,KARUR,KARU,10,55,8.50256,10 55 8.50255674138477,78,5,30.72077,78 5 30.7207695557478,69.40528,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50442A001,Uttarpradesh,KASHGANJ,KASH,27,51,56.99726,27 51 56.9972618457825,78,43,22.23812,78 43 22.238116536776,111.4553,Uttar Pradesh Geo-spatial Directorate,Trimble
50443A001,West Bengal,KATAMARI,KATA,22,1,36.89442,22 1 36.89442373,88,35,51.249,88 35 51.249,-51.34912,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50444A001,Madhya Pradesh,KATANGI,KATA,21,45,55.14111,21 45 55.1411093065286,79,47,51.37402,79 47 51.374019378649,286.16606,Madhya Pradesh Geo-spatial Directorate,Trimble
50445A001,Chhattisgarh,KATGHORA,KATG,22,30,14.84676,22 30 14.84676,82,33,23.76952,82 33 23.76952,269.67094,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50446A001,Jammu & Kashmir,KATHUA,KHUA,32,23,19.35292,32 23 19.35292,75,30,55.29548,75 30 55.295484,308.0086,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50447A001,Assam,KATIGORAH,KTIG,24,52,36.61721901,24 52 36.617219011,92,34,30.94372201,92 34 30.943722012,-29.517357,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50448A001,Bihar,KATIHAR,KTHR,25,33,43.524731,25 33 43.5247305291893,87,33,10.365799,87 33 10.3657989133162,-20.645364,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50449A001,Madhya Pradesh,KATINNAGAR,KATI,23,48,22.23349,23 48 22.2334856405096,80,21,56.70123,80 21 56.7012262593145,340.9393,Madhya Pradesh Geo-spatial Directorate,Trimble
50450A001,Tamilnadu,KATPADI,KTPD,12,58,30.20333,12 58 30.2033297033119,79,7,54.15308,79 7 54.1530783516706,133.97114,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50451A001,Kerla,KAVARATTI,KAVA,10,33,37.353017,10 33 37.353017338757,72,37,55.276595,72 37 55.2765948004164,-74.27296,Kerla & Lakshdweep Wing,Hexagon
50452A001,Arunanchal Pradesh,KAYING,KAYI,28,24,53.70415003,28 24 53.704150034,94,40,48.38849111,94 40 48.388491107,483.169571,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50453A001,Rajasthan,KEKRI,KEKR,25,58,25.1154,25 58 25.1153954921889,75,9,1.80463,75 9 1.80463252725681,311.2495,Rajasthan Geo-spatial Directorate,Trimble
50454A001,Kerla,KELAKKAM,KKAM,11,56,24.19149,11 56 24.1914875,75,44,40.83545,75 44 40.83544747,20.48003,Kerla & Lakshdweep Wing,Hexagon
50455A001,Odisha,KEONJHAR,KEON,21,37,58.20557,21 37 58.2055715,85,36,41.0222,85 36 41.02220332,424.31704,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50456A001,Uttarpradesh,KESHARGANJ,KSRG,27,14,54.548,27 14 54.5480013757825,81,32,46.42186,81 32 46.421861746776,45.3826,Uttar Pradesh Geo-spatial Directorate,Trimble
50457A001,Maharashtra,KESHAV NAGAR,KNAG,20,5,5.4202,20 5 5.4202,76,52,46.21529,76 52 46.21529,464.0456,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50458A001,Uttarpradesh,KHAIRAGARH,KHAI,26,57,16.07976,26 57 16.0797597057825,77,49,20.91175,77 49 20.911747166776,113.0648,Uttar Pradesh Geo-spatial Directorate,Trimble
50459A001,Rajasthan,KHAJUWALA,KHAJ,28,42,15.32764,28 42 15.32764429,72,34,52.9376,72 34 52.93759852,89.8525,Rajasthan Geo-spatial Directorate,Trimble
50460A001,Madhya Pradesh,KHALWA,KHAL,21,48,28.27549,21 48 28.2754943107617,76,44,29.57269,76 44 29.5726898266144,253.29184,Madhya Pradesh Geo-spatial Directorate,Trimble
50461A001,Gujarat,KHAMBHALIYA,KHAB,22,13,26.53107073,22 13 26.5310707336709,69,40,24.77573587,69 40 24.7757358674305,4.676753595,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50462A001,Maharashtra,KHAMGAON,KMGN,20,42,36.86172,20 42 36.86172,76,34,1.57144,76 34 1.57144,247.4783,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50463A001,Karnataka,KHANAPUR,KHPR,15,38,41.09834,15 38 41.09834,74,30,0.79843,74 30 0.79843,588.7003,Karnataka Geo-spatial Directorate,Hexagon
50464A001,Maharashtra,KHANAPUR KARANJI,KPUR,17,13,15.33886,17 13 15.33886,74,45,43.46174,74 45 43.46174,696.2286,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50465A001,Rajasthan,KHANDELA,KHAN,25,13,27.74228,25 13 27.7422788415094,76,50,46.84415,76 50 46.844153846413,273.3221,Rajasthan Geo-spatial Directorate,Trimble
50466A001,West Bengal,KHARAGPU,KHAR,22,20,36.52966,22 20 36.5296574035046,87,19,33.48748,87 19 33.487482149997,-18.21535,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50467A001,Uttarpradesh,KHARIBAD,KHAR,27,31,34.31472,27 31 34.3147228657825,80,44,39.53305,80 44 39.533049256776,71.0987,Uttar Pradesh Geo-spatial Directorate,Trimble
50468A001,Uttarpradesh,KHATAULI,KHTL,29,16,44.28283,29 16 44.2828349957825,77,44,19.8783,77 44 19.878300816776,188.1413,Uttar Pradesh Geo-spatial Directorate,Trimble
50469A001,Uttarakhand,KHATIMA,KHAT,28,55,29.378,28 55 29.3780000557825,79,57,43.70909,79 57 43.709085596776,157.4524,Uttarakhand  Geo-spatial Directorate,Trimble
50470A001,Mizoram,KHAWZAWL,KHAW,23,31,55.83366587,23 31 55.833665865,93,11,10.03444065,93 11 10.034440654,1267.280175,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50471A001,Rajasthan,KHINIYA,KHIN,25,20,7.377707797,25 20 7.37770779726819,75,22,25.68314114,75 22 25.6831411360865,331.5520499,Rajasthan Geo-spatial Directorate,Trimble
50472A001,Meghalaya,KHLIEHRIAT,KHLI,25,21,25.09867089,25 21 25.098670885,92,22,12.08701843,92 22 12.087018429,1109.923341,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50473A001,Jharkhand,KHUNTPANI,KANI,22,38,36.56958,22 38 36.5695836568762,85,48,28.0137,85 48 28.013701532391,168.80208,Jharkhand & Bihar  Geo-spatial Directorate,Hexagon
50474A001,Arunanchal Pradesh,KHUPA,KHUP,28,3,57.84406958,28 3 57.844069576,96,29,15.23923892,96 29 15.239238919,633.198983,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50475A001,Uttarpradesh,KHUSHINAGAR,KHUS,26,51,57.07489,26 51 57.0748921657825,83,57,24.20386,83 57 24.203858516776,18.5772,Uttar Pradesh Geo-spatial Directorate,Trimble
50476A001,Ladakh,KIARI,KIRI,33,28,45.38453,33 28 45.3845337129706,78,7,30.27358,78 7 30.2735838975096,3842.30403,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50477A001,Andaman & Nicobar Islands,KILSHORI NAGAR,KILS,13,11,29.16469,13 11 29.1646873341006,92,52,36.18989,92 52 36.1898881746142,-46.68986,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50478A001,Tamilnadu,KINATHUKADAVU,KTDU,10,48,48.91206,10 48 48.9120646586675,77,1,5.74436,77 1 5.74435938524892,236.57894,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50479A001,Madhya Pradesh,KIRNAPUR,KIRN,21,37,5.54151,21 37 5.54150676800632,80,20,38.60818,80 20 38.6081805408507,240.11744,Madhya Pradesh Geo-spatial Directorate,Trimble
50480A001,Bihar,KISHANGANJ,KISH,26,7,52.243066,26 7 52.2430657806316,87,55,2.233635,87 55 2.23363472140638,-7.017118,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50481A001,Jammu & Kashmir,KISHTWAR,KIAR,33,19,22.44192,33 19 22.4419151743115,75,45,56.12184,75 45 56.1218400260342,1603.73812,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50482A001,Gujarat,KOBG,KOBG,20,45,48.53869,20 45 48.5386878287246,70,53,5.56499,70 53 5.56498924881725,-40.31113,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50483A001,Kerla,KOCHI,KOCH,9,57,4.72501,9 57 4.72501,76,14,33.13349,76 14 33.13349,-88.3756,Kerla & Lakshdweep Wing,Hexagon
50484A001,Tamilnadu,KODAIKANAL,KODA,10,14,14.87652,10 14 14.8765203601763,77,29,42.3382,77 29 42.3382043031669,1993.52616,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50485A001,Odisha,KOIRA,KIRA,21,54,25.58501,21 54 25.58500712,85,15,19.87946,85 15 19.87945573,528.94285,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50486A001,Karnataka,KOLAR,KLAR,13,8,10.57434,13 8 10.57434,78,10,49.93543,78 10 49.93543,739.5037,Karnataka Geo-spatial Directorate,Hexagon
50487A001,West Bengal,KOLKATA,KOLK,22,31,54.39299,22 31 54.3929945521493,88,20,1.96248,88 20 1.96247838540826,-48.79004,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50488A001,Kerla,KOLLAM,KLAM,8,56,20.67682,8 56 20.6768237340338,76,32,27.5871,76 32 27.5870970896919,-89.48307,Kerla & Lakshdweep Wing,Hexagon
50489A001,Tamilnadu,KOLLIHILLS,KOLI,11,16,39.98357,11 16 39.9835699791507,78,20,3.86982,78 20 3.86981840936455,1035.97851,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50490A001,Arunanchal Pradesh,KOLORIANG,KOLO,27,54,18.47528005,27 54 18.475280054,93,20,40.83099076,93 20 40.830990755,954.046533,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50491A001,Uttarpradesh,KONCH,KONC,25,59,39.4553,25 59 39.4553006357825,79,8,45.06826,79 8 45.068263276776,106.5663,Uttar Pradesh Geo-spatial Directorate,Trimble
50492A001,Chhattisgarh,KONDAGAON,KOND,19,36,16.06424,19 36 16.0642425060542,81,40,28.63992,81 40 28.6399226044721,529.91922,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50493A001,Maharashtra,KORCHI,KCHI,20,43,22.15538,20 43 22.15538,80,28,58.69332,80 28 58.69332,311.0775,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50494A001,Madhya Pradesh,KOTAR,KOTA,24,42,14.53188,24 42 14.53188349413,81,0,13.78115,81 0 13.7811510519012,241.53209,Madhya Pradesh Geo-spatial Directorate,Trimble
50495A001,Tamilnadu,KOVILPATTI,KVIL,9,10,27.36017,9 10 27.3601711254915,77,52,28.83399,77 52 28.8339930021734,21.59409,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50496A001,Kerla,KOZHANCHERY,KERY,9,19,50.89371,9 19 50.8937097158382,76,42,35.64464,76 42 35.64463856156,-83.04096,Kerla & Lakshdweep Wing,Hexagon
50497A001,Karnataka,KR PETE,KPTE,12,42,2.70715,12 42 2.70715,76,31,41.4401,76 31 41.4401,748.1735,Karnataka Geo-spatial Directorate,Hexagon
50498A001,Tamilnadu,KRISHNAGIRI,KRIN,12,33,6.21717,12 33 6.21716857861666,78,11,51.5022,78 11 51.5022029530421,436.9546,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50499A001,West Bengal,KRISHNANAGAR,KRIS,23,25,0.46153,23 25 0.461530045825683,88,29,8.03063,88 29 8.03063478143177,-42.42088,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50500A001,Tamilnadu,KUDAVASAL,KUDV,10,51,28.47829,10 51 28.478287111339,79,29,0.89189,79 29 0.89189253293431,-64.52263,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50501A001,Kerla,KULATHUPZHA,KZHA,8,55,12.12285,8 55 12.1228520386208,77,3,47.01294,77 3 47.0129373022909,51.77198,Kerla & Lakshdweep Wing,Hexagon
50502A001,Uttarakhand,KULHAL,KULH,30,25,50.19966,30 25 50.199659428988,77,37,35.91332,77 37 35.9133162023525,351.7712,Uttarakhand  Geo-spatial Directorate,Trimble
50503A001,Himachal Pradesh,KULLU,KULL,31,53,40.15137,31 53 40.1513721632555,77,8,19.09526,77 8 19.0952613807421,1083.64238,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50504A001,West Bengal,KUMIRMARI,KUMI,22,11,32.9296,22 11 32.9295984212206,88,56,11.01729,88 56 11.0172941440956,-51.24938,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50506A001,Odisha,KUNDURA,KUNA,18,55,34.67878,18 55 34.67877867,82,22,57.22194,82 22 57.22194278,512.51257,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50507A001,Karnataka,KUNIGAL,KNGL,13,1,26.79538,13 1 26.79538,77,1,58.52549,77 1 58.52549,696.6931,Karnataka Geo-spatial Directorate,Hexagon
50508A001,Kerla,KUNJATTURU,KUNJ,12,45,11.9459,12 45 11.9458995,74,52,31.85295,74 52 31.85295065,-49.63789,Kerla & Lakshdweep Wing,Hexagon
50509A001,Chhattisgarh,KUNKURI,KUNK,22,45,8.180037,22 45 8.18003683469495,83,57,44.071637,83 57 44.0716371294189,428.94354,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50510A001,Jammu & Kashmir,KUPWARA,KURA,34,30,53.43698,34 30 53.4369773670181,74,15,24.58866,74 15 24.5886598330313,1581.55527,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50511A001,Odisha,KURUDA,KUDA,21,28,15.07402,21 28 15.07402018,86,53,10.56336,86 53 10.56335795,-38.57708,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50512A001,Madhya Pradesh,KUSMI,KUSM,23,58,39.483163,23 58 39.483163,81,59,6.345568777,81 59 6.345568777,319.129841,Madhya Pradesh Geo-spatial Directorate,Trimble
50513A001,Karnataka,KUSTAGI,KSGI,15,45,43.92675,15 45 43.92675,76,11,19.75247,76 11 19.75247,556.3049,Karnataka Geo-spatial Directorate,Hexagon
50514A001,Odisha,KUTRAGARH,KURH,19,36,47.37669,19 36 47.37668531,83,33,0.70085,83 33 0.700853771,213.66223,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50515A001,Tamilnadu,KUZITHURAI,KZTH,8,19,6.2604,8 19 6.26039931670677,77,12,22.48379,77 12 22.4837886701451,-63.60078,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50516A001, Sikkim,LACHUNG,LACH,27,41,33.45815,27 41 33.458147349928,88,44,40.47631,88 44 40.4763109285858,2638.80511,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50517A001,Rajasthan,LADNU,LADN,27,38,28.50384,27 38 28.503835,74,24,26.00862,74 24 26.00862,283.9189,Rajasthan Geo-spatial Directorate,Trimble
50518A001,Chhattisgarh,LAILUNGA,LAIL,22,22,37.984403,22 22 37.9844026005066,83,34,52.071492,83 34 52.0714922711651,425.123427,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50519A001,Madhya Pradesh,LAKHADON,LKDN,22,36,4.62944,22 36 4.629440456,79,36,38.92829,79 36 38.92828722,555.3637,Madhya Pradesh Geo-spatial Directorate,Trimble
50520A001,Uttarpradesh,LAKHIMPUR,LAKH,27,58,10.38824,27 58 10.3882381057825,80,48,32.22674,80 48 32.226739616776,75.167,Uttar Pradesh Geo-spatial Directorate,Trimble
50521A001,Uttarpradesh,LALGANJMIRZAPUR,LALG,25,0,31.378522,25 0 31.3785223173371,82,21,52.602717,82 21 52.6027173828019,78.80741,Uttar Pradesh Geo-spatial Directorate,Trimble
50522A001,Uttarpradesh,LALGANJPRATAPGARH,LALP,25,56,2.69622,25 56 2.6962229957825,81,42,29.35199,81 42 29.351990526776,41.1265,Uttar Pradesh Geo-spatial Directorate,Trimble
50523A001,West Bengal,LALGOLA,LALG,24,26,5.77844,24 26 5.77844097114271,88,11,54.22429,88 11 54.2242864346455,-33.12895,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50524A001,Uttarpradesh,LALITPUR,LALI,24,42,2.36376,24 42 2.3637587467825,78,24,26.4045,78 24 26.404504856776,300.7239,Uttar Pradesh Geo-spatial Directorate,Trimble
50525A001,Mizoram,LALLEN,LALL,23,37,13.96322572,23 37 13.963225717,92,27,43.80938082,92 27 43.809380824,719.77891,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50526A001,Gujarat,LALPUR,LALP,22,12,43.89647,22 12 43.8964711792101,69,58,14.9257,69 58 14.9256982704324,16.51927,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50527A001,Gujarat,LATHI,LTHI,21,42,55.21172,21 42 55.2117220982104,71,22,59.67542,71 22 59.6754166171665,64.44035,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50528A001,Maharashtra,LATUR,LATU,18,23,58.61075,18 23 58.61075,76,33,46.56735,76 33 46.56735,565.4674,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50529A001,Karnataka,LAXMESHWAR,LXWR,15,7,6.24099,15 7 6.24099,75,28,25.11036,75 28 25.11036,558.2718,Karnataka Geo-spatial Directorate,Hexagon
50530A001,Ladakh,LEH,LEH1,34,9,3.9056,34 9 3.905603223,77,33,46.21437,77 33 46.21437369,3352.96219,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50531A001,Arunanchal Pradesh,LIKABALI,LIKA,27,39,45.39410011,27 39 45.39410011,94,41,29.87519727,94 41 29.875197266,102.684249,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50532A001,Andaman & Nicobar Islands,LONG ISLAND,LOIS,12,21,52.49464,12 21 52.4946430708672,92,55,24.95908,92 55 24.9590789303254,-53.43897,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50533A001,Arunanchal Pradesh,LONGDING,LONG,26,53,22.71502552,26 53 22.71502552,95,19,9.372227556,95 19 9.372227556,850.904124,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50534A001,Chhattisgarh,LORMI,LORM,22,16,19.36231,22 16 19.3623067448567,81,41,13.09613,81 41 13.0961314178867,256.2952,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50535A001,Uttarpradesh,LUCKNOW,LUCK,26,51,37.39924,26 51 37.3992381457825,81,0,42.88046,81 0 42.880464936776,52.083,Uttar Pradesh Geo-spatial Directorate,Trimble
50536A001,Punjab,LUDHIANA,LUDH,30,54,26.65157895,30 54 26.6515789487393,75,50,39.31445177,75 50 39.3144517686689,201.4807691,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50537A001,Assam,LUMDING,LUMD,25,46,1.678938498,25 46 1.678938498,93,9,55.44472961,93 9 55.444729607,79.679728,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50538A001,Telangana,MACHAREDDY,MACH,18,20,7.6491,18 20 7.64910448374284,78,30,32.80385,78 30 32.8038549720274,414.15982,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50539A001,Manipur,MACHI,MCHI,24,31,3.214971422,24 31 3.214971422,94,8,41.23896025,94 8 41.238960245,1356.406875,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50541A001,Karnataka,MADDUR,MDUR,12,34,13.1499,12 34 13.1499,76,59,33.18894,76 59 33.18894,578.9426,Karnataka Geo-spatial Directorate,Hexagon
50542A001,Gujarat,MADHAVPUR,MADV,21,15,9.69882,21 15 9.69881500733603,69,59,17.63414,69 59 17.6341402942517,-46.65849,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50543A001,Bihar,MADHEPURA,MDHE,25,55,58.348826,25 55 58.3488257480046,86,47,47.831722,86 47 47.8317220137243,-13.542406,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50544A001,Uttarpradesh,MADHUBANI,MADH,25,48,19.02248,25 48 19.02248,84,28,46.186577,84 28 46.186577,-5.515739163,Uttar Pradesh Geo-spatial Directorate,Trimble
50545A001,Karnataka,MADHUGIRI,MDGR,13,39,42.21259,13 39 42.21259,77,12,56.78142,77 12 56.78142,662.2375,Karnataka Geo-spatial Directorate,Hexagon
50546A001,Chhattisgarh,MAGARLOD,MAGA,20,44,38.22049,20 44 38.22049,81,51,0.23188,81 51 0.23188,256.62567,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50547A001,Telangana,MAHADEVPUR,MHPR,18,43,48.97141,18 43 48.9714143829175,79,58,49.52449,79 58 49.5244896357613,53.29117,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50548A001,Maharashtra,MAHAGAON,MAGN,19,47,12.64739,19 47 12.64739,77,46,19.24849,77 46 19.24849,219.7107,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50549A001,Odisha,MAHAKALPADA,MAHA,20,25,21.59824,20 25 21.5982424972525,86,35,48.01517,86 35 48.0151726546833,-56.68874,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50550A001,Maharashtra,MAHALGAON,MGAN,20,40,28.88537,20 40 28.88537,79,13,53.73695,79 13 53.73695,193.3301,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50551A001,Uttarpradesh,MAHARAJGANJ,MAHA,27,8,30.505083,27 8 30.505083156747,83,32,16.641267,83 32 16.6412669957837,26.194277,Uttar Pradesh Geo-spatial Directorate,Trimble
50552A001,Chhattisgarh,MAHASAMUND,MHND,21,6,24.48119,21 6 24.48119,82,5,39.05252,82 5 39.05252,232.96202,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50553A001, Haryana,MAHENDRAGARH,MAHE,28,15,29.59536,28 15 29.5953581,76,8,21.63053,76 8 21.63052919,223.4505,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50554A001,Madhya Pradesh,MAHESHWAR,MSWR,22,11,0.81826,22 11 0.818258,75,35,29.79604,75 35 29.796044,104.8675,Madhya Pradesh Geo-spatial Directorate,Trimble
50555A001,Uttarpradesh,MAHOBA,MAHO,25,17,5.77402,25 17 5.7740218847825,79,51,21.35943,79 51 21.359426196776,169.7381,Uttar Pradesh Geo-spatial Directorate,Trimble
50556A001,Jammu & Kashmir,MAHORE,MARE,33,18,19.38272,33 18 19.3827193704749,74,52,9.35427,74 52 9.35427358513858,1682.5449,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50557A001,Gujarat,MAHUVA,MAHU,21,6,8.18628,21 6 8.18627975741004,71,47,12.73434,71 47 12.7343375223135,-45.43483,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50558A001,Rajasthan,MAHWA,MAHW,27,1,55.30414243,27 1 55.3041424289003,76,55,7.10828523,76 55 7.10828522962563,181.3368834,Rajasthan Geo-spatial Directorate,Trimble
50559A001,Assam,MAIBANG,MAIB,25,18,2.772158485,25 18 2.772158485,93,7,58.10354017,93 7 58.103540165,352.944255,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50560A001,Chhattisgarh,MAINPUR,MAIN,20,17,21.74955,20 17 21.7495522744164,82,14,7.16833,82 14 7.16832665746698,414.93862,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
